id,title,genres,original_language,release_date,length,rating,rating_count,plot
20048,Confessions of a Shopaholic,"Comedy, Romance",en,2009,104,5.8,83000,A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.
630240,Titane,"Drama, Thriller, Horror",fr,2021,108,6.5,56000,"Following a series of unexplained crimes, a father is reunited with the son who has been missing for ten years.Following a series of unexplained crimes, a father is reunited with the son who has been missing for ten years.Following a series of unexplained crimes, a father is reunited with the son who has been missing for ten years."
14536,New in Town,"Comedy, Romance",en,2009,97,5.7,25000,"A Miami, Florida businesswoman adjusts to her new life in a small Minnesota town.A Miami, Florida businesswoman adjusts to her new life in a small Minnesota town.A Miami, Florida businesswoman adjusts to her new life in a small Minnesota town."
640146,Ant-Man and the Wasp: Quantumania,"Action, Adventure, Science Fiction",en,2023,124,6.1,228000,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mo... Read allScott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?"
631843,Old,"Thriller, Mystery, Horror",en,2021,108,5.8,161000,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day."
762504,Nope,"Horror, Science Fiction, Mystery",en,2022,130,6.8,266000,The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.
631060,Things Heard & Seen,Horror,en,2021,121,5.3,36000,"An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history.An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history.An artist relocates to the Hudson Valley and begins to suspect that her marriage has a sinister darkness, one that rivals her new home's history."
14164,Dragonball Evolution,"Action, Adventure, Fantasy, Science Fiction, Thriller",en,2009,85,2.5,79000,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power."
632617,C'mon C'mon,Drama,en,2021,109,7.4,39000,"When his sister asks him to look after her son, a radio journalist embarks on a cross-country trip with his energetic nephew to show him life away from Los Angeles.When his sister asks him to look after her son, a radio journalist embarks on a cross-country trip with his energetic nephew to show him life away from Los Angeles.When his sister asks him to look after her son, a radio journalist embarks on a cross-country trip with his energetic nephew to show him life away from Los Angeles."
632856,Spirited,Comedy,en,2022,127,6.6,50000,A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.
87492,Foxcatcher,"Drama, Thriller",en,2014,134,7.0,149000,"U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games ... Read allU.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all."
635731,Pig,"Drama, Thriller",en,2021,92,6.9,90000,A truffle hunter who lives alone in the Oregon wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.A truffle hunter who lives alone in the Oregon wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.A truffle hunter who lives alone in the Oregon wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.
654974,Home Sweet Home Alone,"Comedy, Crime, Family",en,2021,93,3.6,20000,A married couple tries to steal back a valuable heirloom from a troublesome kid.A married couple tries to steal back a valuable heirloom from a troublesome kid.A married couple tries to steal back a valuable heirloom from a troublesome kid.
623491,The Babysitter: Killer Queen,"Comedy, Horror",en,2020,101,5.8,51000,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell."
